userId,num_ratings,avg_rating,std_rating,unique_movies,anomaly
1,232,4.366379310344827,0.8000480467733437,232,1
2,29,3.9482758620689653,0.8056145345791144,29,1
3,39,2.4358974358974357,2.0906417019771424,39,-1
4,216,3.5555555555555554,1.3142038589753633,216,1
5,44,3.6363636363636362,0.9904405665441197,44,1
6,314,3.4936305732484074,0.8506476787198631,314,1
7,152,3.2302631578947367,1.3295938469468669,152,1
8,47,3.574468085106383,0.972327571638279,47,1
9,46,3.260869565217391,1.2725264914718217,46,1
10,140,3.2785714285714285,1.1757003554462786,140,1
11,64,3.78125,0.9338221509065896,64,1
12,32,4.390625,0.726618049818872,32,1
13,31,3.6451612903225805,0.9848311901632074,31,1
14,48,3.3958333333333335,1.0260351977151438,48,1
15,135,3.448148148148148,1.133404055934043,135,1
16,98,3.7244897959183674,0.5520460955820452,98,1
17,105,4.20952380952381,0.508490187773836,105,1
18,502,3.7320717131474104,0.6321613993017284,502,1
19,703,2.607396870554765,0.927301584334504,703,-1
20,242,3.590909090909091,1.1648375307436851,242,1
21,443,3.260722347629797,1.0035418823410291,443,1
22,119,2.5714285714285716,1.5435564731996092,119,-1
23,121,3.6487603305785123,0.6145615920420208,121,1
24,110,3.65,0.5399201436026348,110,1
25,26,4.8076923076923075,0.376215977250384,26,-1
26,21,3.238095238095238,0.6248809410409238,21,1
27,135,3.5481481481481483,1.063074382189431,135,1
28,570,3.020175438596491,0.7937785129939784,570,1
29,81,4.1419753086419755,0.68572301214318,81,1
30,34,4.735294117647059,0.5537105429905546,34,1
31,50,3.92,1.006914867811777,50,1
32,102,3.7549019607843137,0.8376803722988447,102,1
33,156,3.7884615384615383,1.0411508234741227,156,1
34,86,3.4186046511627906,1.3565970946285353,86,1
35,23,4.086956521739131,0.9001536978993627,23,1
36,60,2.6333333333333333,0.9909192217102272,60,1
37,21,4.142857142857143,0.9102589898327995,21,1
38,78,3.217948717948718,1.052485442999383,78,1
39,100,4.0,1.0540925533894598,100,1
40,103,3.766990291262136,1.0403985237110398,103,1
41,217,3.2534562211981566,1.1447543563005067,217,1
42,440,3.565909090909091,1.0630345487581225,440,1
43,114,4.552631578947368,0.6795639578430088,114,1
44,48,3.3541666666666665,1.1575760318456607,48,1
45,399,3.8759398496240602,0.9766225033045172,399,1
46,42,4.0,0.8553989227683018,42,1
47,140,3.0535714285714284,0.9757793943899049,140,1
48,33,4.03030303030303,0.6607215981811329,33,1
49,21,4.261904761904762,0.2558831578595795,21,1
50,310,2.7806451612903227,0.8468175163779227,310,1
51,359,3.7757660167130918,1.241394022171547,359,1
52,130,4.476923076923077,0.6314175588086336,130,1
53,20,5.0,0.0,20,-1
54,33,3.0303030303030303,0.3940850546557561,33,1
55,25,2.84,1.7953644012660313,25,-1
56,46,3.8043478260869565,0.718627247446788,46,1
57,476,3.392857142857143,1.0736418243144656,476,1
58,112,3.9017857142857144,1.039402300775375,112,1
59,107,4.355140186915888,0.9639965596176584,107,1
60,22,3.727272727272727,0.7025001733142089,22,1
61,39,4.051282051282051,0.7051956782832447,39,1
62,366,4.081967213114754,0.7139336978665961,366,1
63,271,3.6309963099630997,1.0392298269967366,271,1
64,517,3.7688588007736943,0.7446561907533173,517,1
65,34,4.029411764705882,0.5357121636491371,34,1
66,345,4.0202898550724635,0.736028727586653,345,1
67,36,3.9722222222222223,0.7923242882669809,36,1
68,1260,3.233730158730159,0.8967403986310138,1260,-1
69,46,4.369565217391305,0.7988518330752767,46,1
70,62,4.32258064516129,0.6278820383204783,62,1
71,35,3.6,1.1167178800079325,35,1
72,45,4.155555555555556,0.5416958034121582,45,1
73,210,3.711904761904762,1.0126478581748992,210,1
74,177,4.271186440677966,0.6439537446662188,177,1
75,69,3.2318840579710146,1.2735421600475523,69,1
76,119,3.0840336134453783,1.292611546068676,119,1
77,29,4.0,1.3228756555322954,29,1
78,61,3.1639344262295084,1.1787044847183208,61,1
79,64,4.203125,0.857824629652294,64,1
80,167,4.2604790419161676,0.4586462641758352,167,1
81,26,2.769230769230769,1.1766968108291043,26,1
82,227,3.381057268722467,0.7679663590055158,227,1
83,118,3.309322033898305,1.2792216709554223,118,1
84,293,3.689419795221843,0.7601757217663369,293,1
85,34,3.7058823529411766,1.3602453380472013,34,1
86,70,3.9285714285714284,0.5335532672816419,70,1
87,21,3.9523809523809526,0.7730582433549543,21,1
88,56,4.035714285714286,1.1396057645963793,56,1
89,518,3.472972972972973,1.1928393881174988,518,1
90,54,4.074074074074074,0.8207647573223,54,1
91,575,3.3956521739130436,0.9714918396392644,575,1
92,24,3.9375,0.6479482668560346,24,1
93,97,4.288659793814433,0.5943968036063594,97,1
94,56,3.0357142857142856,1.008406226122745,56,1
95,168,4.0625,0.7989279868321758,168,1
96,78,3.8846153846153846,1.2377269618005549,78,1
97,36,4.194444444444445,0.8218253010201289,36,1
98,92,3.9130434782608696,1.1133769432986687,92,1
99,53,3.8679245283018866,1.2095411693482496,53,1
100,148,3.945945945945946,0.6754568500222322,148,1
101,61,3.557377049180328,1.0571122640466406,61,1
102,56,3.357142857142857,0.7960943623504901,56,1
103,377,3.907161803713528,0.7884651517717447,377,1
104,273,3.5073260073260073,0.7693230121379155,273,1
105,722,4.116343490304709,0.6127710946547568,722,1
106,33,4.4393939393939394,0.7881701093115123,33,1
107,34,3.911764705882353,0.7534827041035809,34,1
108,76,3.986842105263158,1.0892617812400176,76,1
109,127,3.220472440944882,0.6890686816595241,127,1
110,51,3.7254901960784315,0.9397538267556885,51,1
111,646,3.3397832817337463,1.0708741409841744,646,1
112,65,3.5923076923076924,1.4681310070447238,65,1
113,150,3.6466666666666665,1.2268619142346673,150,1
114,31,3.435483870967742,0.8826280406062998,31,1
115,112,3.767857142857143,1.1777375077094374,112,1
116,87,3.4367816091954024,1.075100313602879,87,1
117,165,3.3393939393939394,0.6197655900002926,165,1
118,22,3.8181818181818183,0.8528028654224418,22,1
119,215,4.176744186046512,0.5648741524314939,215,1
120,22,3.409090909090909,0.9591211706105854,22,1
121,58,3.293103448275862,0.8378883376105017,58,1
122,292,4.546232876712328,0.49264646212813373,292,1
123,56,4.035714285714286,0.3675118162249142,56,1
124,50,3.99,0.8359889658484784,50,1
125,360,3.859722222222222,0.8024439900485046,360,1
126,38,3.289473684210526,1.333718531366489,38,1
127,22,3.1136363636363638,1.3621745411361499,22,1
128,33,4.363636363636363,0.6990252954195322,33,1
129,140,3.9214285714285713,0.6065334587538206,140,1
130,28,3.5357142857142856,0.8811668550592597,28,1
131,69,3.4420289855072466,0.709889344546336,69,1
132,347,3.0389048991354466,0.7710903320482245,347,1
133,35,3.0,0.6859943405700354,35,1
134,35,3.5714285714285716,0.739065956051933,35,1
135,279,3.630824372759857,1.0439529717250753,279,1
136,111,3.315315315315315,1.2790762432458966,111,1
137,141,3.978723404255319,0.7143237071962639,141,1
138,22,3.522727272727273,1.599682057154697,22,1
139,194,2.1443298969072164,0.8945973792243165,194,-1
140,608,3.4991776315789473,0.8074504680447067,608,1
141,168,3.5386904761904763,0.7502435209630783,168,1
