userId,num_ratings,avg_rating,std_rating,unique_movies,anomaly
3,39,2.4358974358974357,2.0906417019771424,39,-1
19,703,2.607396870554765,0.927301584334504,703,-1
22,119,2.5714285714285716,1.5435564731996092,119,-1
25,26,4.8076923076923075,0.376215977250384,26,-1
53,20,5.0,0.0,20,-1
55,25,2.84,1.7953644012660313,25,-1
68,1260,3.233730158730159,0.8967403986310138,1260,-1
139,194,2.1443298969072164,0.8945973792243165,194,-1
153,179,2.217877094972067,1.431983760532035,179,-1
160,437,2.708237986270023,1.5463410076823205,437,-1
249,1046,3.6964627151051626,0.6726914533658598,1046,-1
274,1346,3.235884101040119,0.7617026505280025,1346,-1
288,1055,3.1459715639810426,0.8665841572850375,1055,-1
298,939,2.363684771033014,1.0824494702981018,939,-1
307,975,2.6656410256410257,1.0967091779056273,975,-1
308,115,2.4260869565217393,1.4988935660002,115,-1
311,28,2.3392857142857144,1.2623726296480988,28,-1
318,879,3.755972696245734,0.5446009001862964,879,-1
329,23,2.869565217391304,1.7465380777174588,23,-1
380,1218,3.6732348111658455,0.9610095754697883,1218,-1
414,2698,3.391957005189029,0.933307272335836,2698,-1
442,20,1.275,0.697269109115208,20,-1
448,1864,2.8473712446351933,1.0297056260803321,1864,-1
461,27,2.9444444444444446,1.7938641860377051,27,-1
474,2108,3.398956356736243,0.83084740222439,2108,-1
515,26,4.846153846153846,0.3396831102433789,26,-1
517,400,2.38625,1.3475814918560518,400,-1
567,385,2.2454545454545456,1.2210763539276364,385,-1
599,2478,2.6420500403551253,0.8153003923907163,2478,-1
606,1115,3.6573991031390136,0.7241205012691343,1115,-1
610,1302,3.6885560675883258,0.8574220363116731,1302,-1
